shipment_id,warehouse_id,store_id,carrier_id,dispatch_date,expected_arrival_date,actual_arrival_date,distance_km,shipment_cost,shipment_status
SH000269,W01,ST02,CR01,2024-02-29,02/03/2024,02/03/2024,221.4,11950.04,On-time
SH000270,W02,ST02,CR02,2024-03-01,02/03/2024,02/03/2024,14.8,1074.84,On-time
SH000271,W02,ST02,CR02,2024-03-02,2024-03-03,2024-03-03,22.3,1711.38,On-time
SH000272,W02,ST02,CR02,"March 4, 2024","March 5, 2024",05/03/2024,26.2,1598.15,On-time
SH000273,W02,ST02,CR01,"March 5, 2024",06/03/2024,2024-03-06,19.8,1201.88,On-time
SH000274,W02,ST02,CR02,06/03/2024,2024-03-07,2024-03-07,27.6,,On-time
SH000275,W02,ST02,CR02,07/03/2024,08/03/2024,2024-03-08,29.4,1200.43,On-time
SH000276,W02,ST02,CR05,2024-03-09,10/03/2024,"March 10, 2024",31.3,2177.14,On-time
SH000277,W02,ST02,CR02,10/03/2024,2024-03-11,2024-03-11,15.7,1226.06,On-time
SH000278,W02,ST02,CR02,"March 11, 2024",2024-03-12,15/03/2024,28.7,2041.19,Delayed
SH000279,W01,ST02,CR05,12/03/2024,"March 14, 2024",14/03/2024,221.4,10908.28,On-time
SH000280,W02,ST02,CR05,14/03/2024,"March 15, 2024","March 15, 2024",34.7,2015.57,On-time
SH000281,W03,ST02,CR04,"March 15, 2024","March 18, 2024",18/03/2024,417.6,22877.02,On-time
SH000282,W02,ST02,CR03,2024-03-16,2024-03-17,"March 17, 2024",30.4,1618.19,On-time
SH000283,W02,ST02,CR02,"March 18, 2024",2024-03-19,2024-03-19,19.8,1696.87,On-time
SH000284,W02,ST02,CR05,20/03/2024,21/03/2024,"March 21, 2024",29.7,1506.68,On-time
SH000285,W03,ST02,CR02,22/03/2024,25/03/2024,2024-03-25,417.6,19875.71,On-time
SH000286,W02,ST02,CR01,"March 23, 2024",24/03/2024,24/03/2024,11.6,860.84,On-time
SH000287,W02,ST02,CR01,2024-03-24,"March 25, 2024","March 25, 2024",28.3,1771.85,On-time
SH000288,W02,ST02,CR04,2024-03-25,26/03/2024,"March 26, 2024",11.4,918.36,On-time
SH000289,W02,ST02,CR04,27/03/2024,"March 28, 2024",2024-03-28,28.6,1422.04,On-time
SH000290,W02,ST02,CR02,29/03/2024,"March 30, 2024",30/03/2024,11.4,837.21,On-time
SH000291,W02,ST02,CR05,"March 30, 2024",2024-03-31,31/03/2024,19.8,1245.03,On-time
SH000292,W02,ST02,CR05,31/03/2024,"April 1, 2024",2024-04-01,14.1,874.88,On-time
SH000293,W03,ST02,CR05,"April 1, 2024",2024-04-04,"April 8, 2024",259.5,16386.21,Delayed
SH000294,W02,ST02,CR01,02/04/2024,2024-04-03,"April 3, 2024",21.5,1697.33,On-time
SH000295,W02,ST99,CR03,"April 3, 2024","April 4, 2024","April 4, 2024",15.8,1146.98,On-time
SH000296,W02,ST02,CR02,2024-04-05,"April 6, 2024",06/04/2024,17.9,1100.64,On-time
SH000297,W02,ST02,CR03,"April 6, 2024",2024-04-07,"April 10, 2024",19.8,1044.14,Delayed
SH000298,W02,ST02,CR03,"April 8, 2024","April 9, 2024",09/04/2024,15.3,1338.69,On-time
SH000299,W02,ST02,CR05,"April 10, 2024",11/04/2024,"April 11, 2024",27.2,1477.85,On-time
SH000300,W02,ST02,CR03,2024-04-11,12/04/2024,"April 12, 2024",21.1,1346.81,On-time
SH000301,W02,ST02,CR05,2024-04-13,14/04/2024,2024-04-15,13.2,1043.24,Delayed
SH000302,W02,ST02,CR02,2024-04-14,2024-04-15,2024-04-15,8.2,761.23,On-time
SH000303,W02,ST02,CR05,16/04/2024,"April 17, 2024",17/04/2024,24.5,1382.22,Damaged
SH000304,W02,ST02,CR03,17/04/2024,18/04/2024,2024-04-18,28.1,1735.45,On-time
SH000305,W02,ST02,CR05,"April 18, 2024",2024-04-19,19/04/2024,15.2,909.27,On-time
SH000306,W02,ST02,CR05,"April 20, 2024","April 21, 2024",21/04/2024,19.5,1277.47,On-time
SH000307,W02,ST02,CR01,21/04/2024,2024-04-22,"April 22, 2024",14.3,1056.75,On-time
SH000308,W02,ST02,CR03,"April 22, 2024",23/04/2024,"April 23, 2024",27.0,1328.76,On-time
SH000309,W02,ST02,CR02,2024-04-24,2024-04-25,25/04/2024,26.4,1635.98,On-time
SH000310,W02,ST02,CR02,26/04/2024,2024-04-27,2024-04-27,32.6,2012.31,On-time
SH000311,W02,ST02,CR01,2024-04-28,29/04/2024,29/04/2024,24.3,1824.09,On-time
SH000312,W02,ST02,CR01,29/04/2024,30/04/2024,30/04/2024,22.9,1231.91,On-time
SH000313,W02,ST02,CR04,"May 1, 2024","May 2, 2024","May 2, 2024",10.5,,On-time
SH000314,W02,ST02,CR03,03/05/2024,"May 4, 2024",04/05/2024,34.2,1914.4,On-time
SH000315,W02,ST02,CR01,"May 4, 2024",05/05/2024,"May 5, 2024",8.7,,Damaged
SH000316,W02,ST02,CR02,"May 6, 2024",07/05/2024,"May 11, 2024",16.2,1010.38,Delayed
SH000317,W02,ST02,CR01,2024-05-08,09/05/2024,2024-05-09,32.6,1924.78,On-time
SH000318,W02,ST02,CR04,"May 9, 2024",2024-05-10,10/05/2024,26.7,1820.46,On-time
SH000319,W02,ST02,CR02,"May 11, 2024","May 12, 2024",15/05/2024,10.6,1113.03,Damaged
SH000320,W03,ST02,CR02,13/05/2024,2024-05-16,2024-05-20,417.6,17416.05,Delayed
SH000321,W02,ST02,CR05,14/05/2024,"May 15, 2024","May 15, 2024",15.7,1405.06,On-time
SH000322,W02,ST02,CR03,"May 16, 2024",17/05/2024,2024-05-17,14.0,1026.24,On-time
SH000323,W02,ST02,CR05,18/05/2024,2024-05-19,19/05/2024,25.0,1447.16,On-time
SH000324,W02,ST02,CR03,"May 19, 2024",2024-05-20,2024-05-24,15.6,1147.48,Delayed
SH000325,W02,ST02,CR03,2024-05-20,21/05/2024,21/05/2024,17.0,1133.61,On-time
SH000326,W02,ST02,CR05,2024-05-21,2024-05-22,"May 22, 2024",30.0,1827.09,On-time
SH000327,W02,ST02,CR02,"May 22, 2024","May 23, 2024",2024-05-23,17.0,1530.02,On-time
SH000328,W02,ST02,CR01,"May 24, 2024",2024-05-25,2024-05-25,34.3,2005.28,On-time
SH000329,W02,ST02,CR02,2024-05-25,26/05/2024,26/05/2024,10.8,782.5,On-time
SH000330,W02,ST02,CR01,"May 27, 2024",2024-05-28,"May 28, 2024",15.4,1012.9,On-time
SH000331,W02,ST02,CR01,2024-05-29,"May 30, 2024",30/05/2024,33.4,,On-time
SH000332,W02,ST02,CR02,31/05/2024,01/06/2024,01/06/2024,31.1,2172.9,On-time
SH000333,W02,ST02,CR01,01/06/2024,02/06/2024,03/06/2024,12.9,1025.83,Delayed
SH000334,W02,ST02,CR01,"June 2, 2024",03/06/2024,03/06/2024,32.7,2039.42,On-time
SH000335,W02,ST02,CR02,04/06/2024,"June 5, 2024",09/06/2024,31.2,1773.34,Damaged
SH000336,W02,ST02,CR02,"June 5, 2024",2024-06-06,09/06/2024,24.9,1290.78,Delayed
SH000337,W02,ST02,CR03,06/06/2024,07/06/2024,2024-06-07,33.0,2173.49,On-time
SH000338,W02,ST02,CR03,2024-06-08,2024-06-09,09/06/2024,27.6,1527.09,On-time
SH000339,W02,ST02,CR02,2024-06-09,2024-06-10,"June 13, 2024",17.8,991.62,Delayed
SH000340,W03,ST02,CR04,2024-06-10,2024-06-13,15/06/2024,417.6,21553.46,Delayed
SH000341,W01,ST02,CR02,2024-06-11,13/06/2024,"June 13, 2024",137.6,10314.81,On-time
SH000342,W02,ST02,CR03,13/06/2024,14/06/2024,"June 14, 2024",14.1,854.87,On-time
SH000343,W02,ST02,CR03,"June 15, 2024","June 16, 2024",2024-06-16,24.0,1813.67,On-time
SH000344,W02,ST02,CR02,17/06/2024,18/06/2024,"June 19, 2024",15.6,845.21,Delayed
SH000345,W02,ST02,CR02,2024-06-18,"June 19, 2024",19/06/2024,18.6,1676.34,On-time
SH000346,W01,ST02,CR03,2024-06-19,"June 21, 2024",2024-06-23,221.4,10008.12,Delayed
SH000347,W02,ST02,CR02,"June 21, 2024",2024-06-22,22/06/2024,17.7,1151.78,On-time
SH000348,W02,ST02,CR03,23/06/2024,2024-06-24,26/06/2024,15.3,863.47,Delayed
SH000349,W02,ST02,CR02,2024-06-25,"June 26, 2024",27/06/2024,31.7,2346.03,Delayed
SH000350,W02,ST02,CR03,27/06/2024,"June 28, 2024",28/06/2024,9.8,897.85,On-time
SH000351,W02,ST02,CR05,"June 29, 2024",30/06/2024,"June 30, 2024",22.6,1428.73,On-time
SH000352,W02,ST02,CR03,"June 30, 2024",2024-07-01,01/07/2024,8.2,780.61,On-time
SH000353,W02,ST02,CR05,01/07/2024,2024-07-02,02/07/2024,31.3,2075.74,On-time
SH000354,W02,ST02,CR02,2024-07-02,2024-07-03,03/07/2024,15.4,1224.32,On-time
SH000355,W01,ST02,CR01,2024-07-04,06/07/2024,"July 10, 2024",221.4,12296.92,Delayed
SH000356,W02,ST02,CR01,06/07/2024,07/07/2024,"July 7, 2024",25.3,1550.36,On-time
SH000357,W02,ST02,CR02,"July 7, 2024",2024-07-08,"July 12, 2024",34.1,2243.33,Delayed
SH000358,W02,ST02,CR02,08/07/2024,09/07/2024,09/07/2024,9.1,839.15,On-time
SH000359,W02,ST02,CR04,"July 9, 2024",2024-07-10,2024-07-10,23.0,1695.37,On-time
SH000360,W02,ST02,CR01,2024-07-10,2024-07-11,11/07/2024,9.9,956.99,On-time
SH000361,W02,ST02,CR03,11/07/2024,"July 12, 2024",12/07/2024,25.3,1314.07,On-time
SH000362,W02,ST02,CR02,"July 13, 2024","July 14, 2024","July 14, 2024",8.4,586.09,On-time
SH000363,W02,ST02,CR04,"July 14, 2024",15/07/2024,"July 15, 2024",33.2,1814.51,On-time
SH000364,W02,ST02,CR05,"July 16, 2024",2024-07-17,"July 17, 2024",29.1,2118.76,On-time
SH000365,W02,ST02,CR05,2024-07-17,18/07/2024,2024-07-22,33.7,1969.38,Delayed
SH000366,W02,ST02,CR01,"July 18, 2024","July 19, 2024",2024-07-19,32.9,1766.61,On-time
SH000367,W02,ST02,CR04,"July 19, 2024",20/07/2024,"July 22, 2024",25.0,1166.16,Delayed
SH000368,W02,ST02,CR03,2024-07-21,2024-07-22,"July 22, 2024",19.5,1587.66,On-time
SH000369,W03,ST02,CR05,23/07/2024,26/07/2024,"July 26, 2024",417.6,17798.57,On-time
SH000370,W02,ST02,CR02,2024-07-25,"July 26, 2024",2024-07-26,34.2,1835.24,On-time
SH000371,W01,ST02,CR03,26/07/2024,28/07/2024,"August 1, 2024",137.6,12882.23,Delayed
SH000372,W02,ST02,CR02,"July 27, 2024","July 28, 2024","July 28, 2024",10.2,847.25,On-time
SH000373,W02,ST02,CR02,2024-07-29,2024-07-30,2024-07-30,31.1,2222.0,On-time
SH000374,W02,ST02,CR02,30/07/2024,"July 31, 2024",2024-07-31,12.3,913.93,On-time
SH000375,W02,ST02,CR02,01/08/2024,"August 2, 2024",02/08/2024,30.0,1492.97,On-time
SH000376,W02,ST02,CR04,02/08/2024,03/08/2024,07/08/2024,8.9,963.86,Delayed
SH000377,W03,ST02,CR03,"August 3, 2024","August 6, 2024","August 6, 2024",417.6,17321.71,On-time
SH000378,W02,ST02,CR01,"August 4, 2024",05/08/2024,05/08/2024,10.7,1103.2,On-time
SH000379,W02,ST02,CR02,2024-08-06,2024-08-07,09/08/2024,11.7,881.41,Delayed
SH000380,W02,ST02,CR02,"August 8, 2024",09/08/2024,2024-08-09,33.2,1799.49,On-time
SH000381,W02,ST02,CR02,"August 10, 2024","August 11, 2024",11/08/2024,17.4,1150.3,On-time
SH000382,W02,ST02,CR03,"August 11, 2024",12/08/2024,2024-08-12,30.3,2145.81,On-time
SH000383,W02,ST02,CR02,12/08/2024,"August 13, 2024","August 16, 2024",14.8,890.57,Delayed
SH000384,W02,ST02,CR01,2024-08-13,2024-08-14,14/08/2024,11.9,1017.33,On-time
SH000385,W02,ST02,CR02,14/08/2024,15/08/2024,"August 15, 2024",11.5,1120.93,On-time
SH000386,W02,ST02,CR05,16/08/2024,2024-08-17,"August 17, 2024",23.3,,On-time
SH000387,W02,ST02,CR04,18/08/2024,2024-08-19,"August 19, 2024",8.2,689.2,On-time
SH000388,W02,ST02,CR04,2024-08-20,2024-08-21,2024-08-22,22.3,1356.98,Delayed
SH000389,W02,ST02,CR05,21/08/2024,"August 22, 2024","August 22, 2024",29.6,1568.77,On-time
SH000390,W02,ST02,CR03,2024-08-22,2024-08-23,2024-08-23,8.0,1043.43,On-time
SH000391,W02,ST02,CR02,23/08/2024,24/08/2024,24/08/2024,23.2,1231.93,On-time
SH000392,W01,ST02,CR02,2024-08-25,2024-08-27,27/08/2024,221.4,10587.45,On-time
SH000393,W02,ST02,CR05,26/08/2024,27/08/2024,2024-08-27,32.7,1741.78,On-time
SH000394,W01,ST02,CR02,"August 28, 2024",30/08/2024,"September 3, 2024",221.4,11159.71,Delayed
SH000395,W02,ST02,CR02,"August 29, 2024",30/08/2024,"August 30, 2024",31.6,1364.1,On-time
SH000396,W02,ST02,CR05,"August 30, 2024",2024-08-31,31/08/2024,13.2,1003.12,On-time
SH000397,W02,ST02,CR03,01/09/2024,2024-09-02,"September 4, 2024",15.4,1157.94,Delayed
SH000398,W02,ST02,CR01,"September 2, 2024","September 3, 2024","September 5, 2024",23.1,1645.55,Delayed
SH000399,W02,ST02,CR03,03/09/2024,2024-09-04,04/09/2024,24.8,1793.63,On-time
SH000400,W02,ST02,CR03,"September 4, 2024",2024-09-05,2024-09-05,16.3,1769.17,On-time
SH000401,W02,ST02,CR04,06/09/2024,07/09/2024,2024-09-07,33.0,2490.84,On-time
SH000402,W02,ST02,CR02,08/09/2024,"September 9, 2024","September 13, 2024",33.7,1878.61,Delayed
SH000403,W01,ST02,CR03,"September 9, 2024",2024-09-11,2024-09-12,221.4,13365.76,Delayed
SH000404,W02,ST02,CR02,2024-09-10,11/09/2024,2024-09-11,15.9,1251.73,On-time
SH000405,W02,ST02,CR02,12/09/2024,"September 13, 2024",2024-09-13,25.3,1378.48,On-time
SH000406,W02,ST02,CR04,13/09/2024,14/09/2024,14/09/2024,15.5,1204.85,On-time
SH000407,W03,ST02,CR04,"September 15, 2024","September 18, 2024",18/09/2024,417.6,19813.28,On-time
SH000408,W02,ST02,CR04,2024-09-16,"September 17, 2024","September 17, 2024",13.4,1003.0,On-time
SH000409,W01,ST02,CR02,18/09/2024,2024-09-20,2024-09-20,221.4,13164.52,On-time
SH000410,W02,ST02,CR02,"September 20, 2024",21/09/2024,21/09/2024,10.4,923.51,On-time
SH000411,W02,ST02,CR05,22/09/2024,"September 23, 2024","September 23, 2024",26.7,1143.98,On-time
SH000412,W02,ST02,CR02,"September 23, 2024",24/09/2024,26/09/2024,22.5,1394.3,Delayed
SH000413,W02,ST02,CR02,"September 24, 2024",2024-09-25,2024-09-27,8.7,939.17,Delayed
SH000414,W02,ST02,CR03,26/09/2024,27/09/2024,27/09/2024,33.5,2111.01,On-time
SH000415,W02,ST02,CR04,2024-09-28,29/09/2024,02/10/2024,28.4,1497.47,Delayed
SH000416,W02,ST02,CR05,"September 29, 2024","September 30, 2024",30/09/2024,33.7,1827.21,On-time
SH000417,W02,ST02,CR05,"September 30, 2024",2024-10-01,04/10/2024,25.0,1674.39,Delayed
SH000418,W02,ST02,CR05,02/10/2024,2024-10-03,03/10/2024,26.0,1621.97,On-time
SH000419,W02,ST02,CR03,"October 3, 2024",04/10/2024,04/10/2024,28.7,2096.53,On-time
SH000420,W02,ST02,CR05,05/10/2024,"October 6, 2024",2024-10-06,26.2,1734.06,On-time
SH000421,W02,ST02,CR03,2024-10-06,"October 7, 2024",2024-10-07,15.7,881.88,On-time
SH000422,W02,ST02,CR03,2024-10-07,08/10/2024,2024-10-11,29.6,1406.14,Delayed
SH000423,W02,ST02,CR01,08/10/2024,"October 9, 2024","October 9, 2024",20.7,1363.72,On-time
SH000424,W02,ST02,CR02,09/10/2024,10/10/2024,2024-10-10,19.4,1819.71,On-time
SH000425,W02,ST02,CR02,"October 10, 2024",11/10/2024,"October 11, 2024",14.8,770.12,Lost
SH000426,W02,ST02,CR03,11/10/2024,"October 12, 2024",2024-10-14,7.8,743.75,Delayed
SH000427,W02,ST02,CR03,12/10/2024,13/10/2024,2024-10-13,32.2,1384.43,On-time
SH000428,W01,ST02,CR03,"October 13, 2024",15/10/2024,"October 15, 2024",221.4,8666.36,On-time
SH000429,W02,ST02,CR05,"October 14, 2024",2024-10-15,15/10/2024,22.3,1490.94,On-time
SH000430,W02,ST02,CR03,"October 16, 2024",17/10/2024,"October 17, 2024",30.6,1643.3,On-time
SH000431,W02,ST02,CR03,2024-10-17,18/10/2024,"October 18, 2024",24.1,1901.96,On-time
SH000432,W02,ST02,CR01,19/10/2024,"October 20, 2024","October 20, 2024",31.9,1803.92,On-time
SH000433,W02,ST02,CR01,"October 20, 2024","October 21, 2024",21/10/2024,24.1,1385.26,On-time
SH000434,W02,ST02,CR01,"October 22, 2024",2024-10-23,23/10/2024,25.5,1180.52,On-time
SH000435,W02,ST02,CR01,23/10/2024,2024-10-24,24/10/2024,15.3,1745.79,On-time
SH000436,W02,ST02,CR03,2024-10-24,"October 25, 2024",2024-10-25,30.0,,On-time
SH000437,W02,ST02,CR02,"October 25, 2024",26/10/2024,30/10/2024,34.8,2006.47,Delayed
SH000438,W02,ST02,CR01,2024-10-27,28/10/2024,"October 28, 2024",13.9,1066.61,On-time
SH000439,W02,ST02,CR04,2024-10-28,29/10/2024,01/11/2024,9.9,1011.89,Delayed
SH000440,W02,ST02,CR02,29/10/2024,"October 30, 2024",2024-10-30,24.7,1866.93,On-time
SH000441,W02,ST02,CR01,30/10/2024,31/10/2024,"October 31, 2024",14.3,914.82,On-time
SH000442,W02,ST02,CR05,31/10/2024,"November 1, 2024","November 1, 2024",13.1,909.36,On-time
SH000443,W02,ST02,CR02,"November 1, 2024",2024-11-02,02/11/2024,31.4,1744.52,On-time
SH000444,W02,ST02,CR02,2024-11-03,04/11/2024,04/11/2024,33.5,2341.29,On-time
SH000445,W02,ST02,CR01,05/11/2024,"November 6, 2024","November 6, 2024",11.0,985.35,On-time
SH000446,W02,ST02,CR05,"November 7, 2024",2024-11-08,2024-11-12,25.3,1537.02,Delayed
SH000447,W02,ST02,CR02,2024-11-08,"November 9, 2024",09/11/2024,12.6,1351.37,On-time
SH000448,W02,ST02,CR03,09/11/2024,2024-11-10,10/11/2024,6.5,1081.71,On-time
SH000449,W02,ST02,CR01,10/11/2024,"November 11, 2024","November 11, 2024",30.4,1649.89,On-time
SH000450,W02,ST02,CR01,2024-11-11,"November 12, 2024",2024-11-15,6.7,667.5,Lost
SH000451,W02,ST02,CR03,"November 13, 2024",2024-11-14,2024-11-14,21.1,1552.27,On-time
SH000452,W02,ST02,CR01,15/11/2024,2024-11-16,"November 16, 2024",28.4,1851.94,On-time
SH000453,W02,ST02,CR05,2024-11-16,2024-11-17,2024-11-17,23.0,1311.24,On-time
SH000454,W01,ST02,CR01,"November 17, 2024","November 19, 2024",23/11/2024,221.4,,Delayed
SH000455,W02,ST02,CR04,"November 19, 2024","November 20, 2024",2024-11-20,20.4,1825.74,On-time
SH000456,W02,ST02,CR01,2024-11-21,2024-11-22,2024-11-22,27.0,1517.14,On-time
SH000457,W01,ST02,CR04,22/11/2024,"November 24, 2024",2024-11-24,221.4,11396.4,On-time
SH000458,W02,ST02,CR01,24/11/2024,25/11/2024,"November 25, 2024",19.3,1209.53,On-time
SH000459,W02,ST02,CR01,2024-11-25,"November 26, 2024","November 26, 2024",9.2,802.65,On-time
SH000460,W02,ST02,CR03,26/11/2024,2024-11-27,2024-11-27,16.8,1295.34,On-time
SH000461,W02,ST02,CR01,27/11/2024,28/11/2024,2024-11-28,21.5,1276.07,On-time
SH000462,W02,ST02,CR04,29/11/2024,30/11/2024,"November 30, 2024",17.1,1196.46,On-time
SH000463,W02,ST02,CR05,"November 30, 2024","December 1, 2024","December 1, 2024",26.2,1425.02,On-time
SH000464,W02,ST02,CR03,2024-12-01,2024-12-02,2024-12-02,20.2,1301.47,On-time
SH000465,W02,ST02,CR03,02/12/2024,"December 3, 2024",03/12/2024,22.3,1773.54,On-time
SH000466,W02,ST02,CR05,2024-12-04,"December 5, 2024",2024-12-05,30.0,1971.5,On-time
SH000467,W02,ST02,CR01,06/12/2024,"December 7, 2024",2024-12-11,31.1,1957.81,Delayed
SH000468,W02,ST02,CR01,"December 8, 2024",09/12/2024,"December 9, 2024",10.1,696.16,On-time
SH000469,W02,ST02,CR03,"December 10, 2024","December 11, 2024",2024-12-11,22.8,1521.03,On-time
SH000470,W02,ST02,CR02,"December 11, 2024",12/12/2024,2024-12-12,26.3,1636.09,On-time
SH000471,W02,ST02,CR03,13/12/2024,"December 14, 2024",17/12/2024,11.8,941.92,Delayed
SH000472,W02,ST02,CR01,"December 15, 2024","December 16, 2024","December 16, 2024",14.5,1722.37,On-time
SH000473,W02,ST02,CR04,"December 16, 2024","December 17, 2024",17/12/2024,16.9,1475.52,On-time
SH000474,W03,ST02,CR02,2024-12-17,"December 20, 2024","December 24, 2024",417.6,17019.89,Delayed
SH000475,W02,ST02,CR01,"December 19, 2024","December 20, 2024",20/12/2024,34.9,2048.75,On-time
SH000476,W02,ST02,CR04,"December 21, 2024",22/12/2024,2024-12-24,19.6,1560.02,Delayed
SH000477,W02,ST02,CR04,2024-12-23,"December 24, 2024","December 28, 2024",8.5,1009.49,Delayed
SH000478,W02,ST02,CR05,"December 24, 2024",2024-12-25,2024-12-25,26.2,1300.93,On-time
SH000479,W01,ST02,CR03,25/12/2024,"December 27, 2024","December 27, 2024",221.4,,On-time
SH000480,W02,ST02,CR05,2024-12-26,27/12/2024,2024-12-27,26.9,1995.87,On-time
SH000481,W02,ST02,CR01,27/12/2024,"December 28, 2024","December 28, 2024",12.9,873.15,On-time
SH000482,W02,ST02,CR01,28/12/2024,29/12/2024,2024-12-29,17.9,1242.86,On-time
SH000483,W02,ST02,CR02,29/12/2024,"December 30, 2024",2024-12-30,10.1,1007.99,On-time
SH000484,W02,ST02,CR05,30/12/2024,"December 31, 2024","December 31, 2024",14.4,1373.51,On-time
SH000485,W02,ST02,CR03,31/12/2024,2025-01-01,01/01/2025,8.9,905.71,On-time
SH000486,W01,ST02,CR03,"January 1, 2025","January 3, 2025","January 7, 2025",221.4,9596.42,Delayed
SH000487,W02,ST02,CR04,03/01/2025,2025-01-04,"January 4, 2025",9.4,939.82,On-time
SH000488,W02,ST02,CR01,04/01/2025,05/01/2025,"January 5, 2025",24.0,1245.87,On-time
SH000489,W02,ST02,CR03,05/01/2025,2025-01-06,2025-01-06,12.6,1066.42,On-time
SH000490,W02,ST02,CR01,"January 7, 2025","January 8, 2025","January 8, 2025",24.8,1454.89,On-time
SH000491,W02,ST02,CR05,"January 8, 2025","January 9, 2025",09/01/2025,13.0,1205.37,On-time
SH000492,W02,ST02,CR01,2025-01-09,2025-01-10,10/01/2025,12.1,1080.37,On-time
SH000493,W01,ST02,CR05,2025-01-11,2025-01-13,"January 16, 2025",221.4,10350.99,Delayed
SH000494,W02,ST02,CR02,2025-01-12,"January 13, 2025",2025-01-13,8.6,794.05,On-time
SH000495,W02,ST02,CR01,2025-01-14,2025-01-15,15/01/2025,6.3,,On-time
SH000496,W02,ST02,CR03,"January 15, 2025",2025-01-16,16/01/2025,33.0,,On-time
SH000497,W02,ST02,CR02,16/01/2025,"January 17, 2025","January 17, 2025",13.9,1166.26,On-time
SH000498,W02,ST02,CR05,17/01/2025,2025-01-18,2025-01-18,31.7,,Damaged
SH000499,W03,ST02,CR02,"January 19, 2025","January 22, 2025",22/01/2025,417.6,21157.95,On-time
SH000500,W02,ST02,CR05,21/01/2025,2025-01-22,2025-01-22,12.0,938.82,On-time
SH000501,W02,ST02,CR02,"January 23, 2025","January 24, 2025","January 24, 2025",19.4,1556.62,On-time
SH000502,W02,ST02,CR03,24/01/2025,2025-01-25,2025-01-28,23.6,1832.82,Delayed
SH000503,W02,ST02,CR01,25/01/2025,26/01/2025,2025-01-26,17.2,1195.25,On-time
SH000504,W02,ST02,CR04,"January 26, 2025","January 27, 2025",27/01/2025,9.5,953.77,On-time
SH000505,W02,ST02,CR02,28/01/2025,29/01/2025,"February 2, 2025",25.0,1622.04,Delayed
SH000506,W02,ST02,CR02,2025-01-29,30/01/2025,2025-01-30,6.3,855.65,On-time
SH000507,W02,ST02,CR02,31/01/2025,01/02/2025,01/02/2025,11.1,1193.6,On-time
SH000508,W02,ST02,CR01,"February 1, 2025",2025-02-02,2025-02-02,9.1,960.95,On-time
SH000509,W02,ST02,CR04,02/02/2025,03/02/2025,2025-02-07,23.2,1762.2,Damaged
SH000510,W02,ST02,CR05,"February 3, 2025",2025-02-04,2025-02-04,24.7,,On-time
SH000511,W02,ST02,CR02,2025-02-05,2025-02-06,"February 6, 2025",12.8,1083.19,On-time
SH000512,W02,ST02,CR02,2025-02-06,"February 7, 2025",07/02/2025,21.5,1277.5,On-time
SH000513,W02,ST02,CR05,07/02/2025,"February 8, 2025","February 8, 2025",30.4,1753.34,On-time
SH000514,W02,ST02,CR05,"February 8, 2025","February 9, 2025",09/02/2025,26.4,1827.91,On-time
SH000515,W02,ST02,CR05,2025-02-10,2025-02-11,11/02/2025,34.9,2110.75,On-time
SH000516,W02,ST02,CR01,"February 12, 2025",13/02/2025,13/02/2025,29.1,1807.66,On-time
SH000517,W02,ST02,CR04,14/02/2025,"February 15, 2025",2025-02-15,19.3,1868.23,On-time
SH000518,W02,ST02,CR05,15/02/2025,16/02/2025,"February 16, 2025",25.7,1918.25,On-time
SH000519,W02,ST02,CR05,2025-02-17,"February 18, 2025",18/02/2025,20.1,1475.56,On-time
SH000520,W02,ST02,CR02,19/02/2025,2025-02-20,2025-02-20,21.2,1295.38,On-time
SH000521,W02,ST02,CR01,20/02/2025,21/02/2025,"February 21, 2025",27.6,1716.93,On-time
SH000522,W03,ST02,CR04,"February 21, 2025",2025-02-24,2025-02-26,417.6,16272.12,Delayed
SH000523,W02,ST02,CR03,"February 22, 2025","February 23, 2025","February 23, 2025",7.2,909.07,On-time
SH000524,W02,ST02,CR02,2025-02-24,25/02/2025,25/02/2025,15.3,1229.35,On-time
SH000525,W02,ST99,CR01,"February 25, 2025",2025-02-26,2025-02-26,34.8,1952.97,On-time
SH000526,W02,ST02,CR01,26/02/2025,2025-02-27,27/02/2025,21.0,1477.8,On-time
SH000527,W02,ST02,CR02,2025-02-27,28/02/2025,"March 4, 2025",25.5,1372.77,Delayed
SH000528,W01,ST02,CR03,28/02/2025,"March 2, 2025","March 2, 2025",221.4,9269.52,On-time
SH000529,W02,ST02,CR04,02/03/2025,2025-03-03,2025-03-03,26.1,1374.98,On-time
SH000530,W02,ST99,CR01,04/03/2025,"March 5, 2025",2025-03-07,8.3,957.61,Delayed
SH000531,W01,ST02,CR04,"March 5, 2025","March 7, 2025",09/03/2025,221.4,9428.56,Delayed
SH000532,W02,ST02,CR05,2025-03-06,"March 7, 2025",2025-03-07,14.7,1005.73,On-time
SH000533,W02,ST02,CR03,"March 8, 2025","March 9, 2025",09/03/2025,14.6,1076.76,On-time
SH000534,W02,ST02,CR01,2025-03-10,2025-03-11,"March 14, 2025",14.2,1109.4,Delayed
SH000535,W02,ST02,CR03,"March 12, 2025",2025-03-13,2025-03-13,26.8,1500.37,On-time
SH000536,W02,ST02,CR01,2025-03-13,14/03/2025,2025-03-18,15.6,887.88,Delayed
SH000537,W02,ST02,CR04,2025-03-14,2025-03-15,"March 16, 2025",27.1,1606.69,Delayed
