po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,order_qty,unit_cost,qty_received,qty_rejected,rejection_reason,po_status
PO000227,S015,P002,W03,15/07/2025,30/07/2025,31/07/2025,327,163.88,306,21.0,Expired/near-expiry,Partial
PO000228,S015,P002,W03,25/07/2025,09/08/2025,2025-08-10,456,163.88,431,25.0,Quality defect,Partial
PO000229,S015,P002,W03,2025-08-04,2025-08-19,2025-08-19,543,163.88,537,6.0,Quality defect,Delivered
PO000230,S015,P002,W03,16/08/2025,31/08/2025,"August 31, 2025",260,163.88,255,5.0,Quality defect,Delivered
PO000231,S015,P002,W03,2025-08-27,11/09/2025,"September 11, 2025",380,163.88,370,10.0,Wrong specification,Delivered
PO000232,S015,P002,W03,2025-09-03,2025-09-18,18/09/2025,335,163.88,326,9.0,Damaged in transit,Delivered
PO000233,S015,P002,W03,"September 11, 2025",2025-09-26,2025-09-26,309,163.88,300,9.0,Quality defect,Delivered
PO000234,S015,P002,W03,"September 24, 2025",2025-10-09,10/10/2025,300,163.88,297,3.0,Damaged in transit,Delayed
PO000235,S015,P002,W03,2025-10-03,18/10/2025,2025-10-19,120,163.88,115,5.0,Damaged in transit,Delayed
PO000236,S015,P002,W03,2025-10-13,28/10/2025,2025-10-28,298,163.88,293,5.0,Damaged in transit,Delivered
PO000237,S015,P002,W03,2025-10-23,19/11/2025,"November 19, 2025",343,163.88,335,8.0,Quality defect,Delivered
PO000238,S015,P002,W03,03/11/2025,"November 18, 2025",19/11/2025,433,163.88,427,6.0,Quality defect,Delayed
PO000239,S015,P002,W03,12/11/2025,2025-11-27,28/11/2025,373,163.88,368,5.0,Quality defect,Delayed
PO000240,S015,P002,W03,"November 20, 2025",2025-12-05,06/12/2025,380,163.88,369,,Quality defect,Delayed
PO000241,S015,P002,W03,03/12/2025,18/12/2025,21/12/2025,350,163.88,346,4.0,Expired/near-expiry,Delayed
PO000242,S015,P002,W03,"December 10, 2025",25/12/2025,25/12/2025,352,163.88,344,8.0, Damaged in transit ,Delivered
PO000243,S015,P002,W03,"December 17, 2025",01/01/2026,,492,163.88,0,0.0,Quality defect,Pending
PO000244,S012,P003,W01,23/12/2024,31/12/2024,"December 31, 2024",290,225.97,283,7.0,Damaged in transit,Delivered
PO000245,S012,P003,W01,2025-01-02,"January 10, 2025",2025-01-10,177,225.97,173,4.0,Quality defect,Delivered
PO000246,S012,P003,W01,13/01/2025,29/01/2025,"January 29, 2025",221,225.97,214,7.0,Expired/near-expiry,Delivered
PO000247,S012,P003,W01,2025-01-23,2025-01-31,01/02/2025,519,225.97,500,19.0,Damaged in transit,Delayed
PO000248,S012,P003,W01,"February 5, 2025",13/02/2025,13/02/2025,342,225.97,337,5.0,Damaged in transit,Delivered
PO000249,S012,P003,W01,13/02/2025,21/02/2025,21/02/2025,608,225.97,596,12.0,Quality defect,Delivered
PO000250,S012,P003,W01,21/02/2025,01/03/2025,01/03/2025,315,225.97,307,8.0,Wrong specification,Delivered
PO000251,S012,P003,W01,2025-03-03,2025-03-20,21/03/2025,360,225.97,349,11.0,Quality defect,Delayed
PO000252,S012,P003,W01,2025-03-12,20/03/2025,21/03/2025,547,225.97,531,16.0, Quality defect ,Delayed
PO000253,S012,P003,W01,19/03/2025,2025-03-27,"March 28, 2025",384,225.97,374,10.0,QUALITY DEFECT,Delayed
PO000254,S012,P003,W01,28/03/2025,"April 5, 2025","April 6, 2025",618,225.97,598,20.0,Quality defect,Delayed
PO000255,S012,P003,W01,2025-04-05,"April 13, 2025",14/04/2025,461,225.97,448,13.0,Expired/near-expiry,Delayed
PO000256,S012,P003,W01,"April 16, 2025",2025-04-24,"April 24, 2025",584,225.97,568,16.0,Quality defect,Delivered
PO000257,S012,P003,W01,27/04/2025,"May 5, 2025",2025-05-06,554,225.97,535,19.0,Quality defect,Delayed
PO000258,S012,P003,W01,06/05/2025,"May 14, 2025",2025-05-15,380,225.97,369,11.0,Damaged in transit,Delayed
PO000259,S012,P003,W01,17/05/2025,25/05/2025,26/05/2025,508,225.97,492,16.0,Quality defect,Delayed
PO000260,S012,P003,W01,2025-05-27,"June 4, 2025",2025-06-04,250,225.97,242,8.0,quality defect,Delivered
PO000261,S012,P003,W01,03/06/2025,11/06/2025,12/06/2025,337,225.97,327,10.0,Quality defect,Delayed
PO000262,S012,P003,W01,12/06/2025,"June 20, 2025",2025-06-20,405,225.97,393,12.0,Quality defect,Delivered
PO000263,S012,P003,W01,"June 19, 2025",27/06/2025,2025-06-27,259,225.97,254,5.0,Damaged in transit,Delivered
PO000264,S012,P003,W01,27/06/2025,2025-07-05,2025-07-05,383,225.97,372,11.0,Wrong specification,Delivered
PO000265,S012,P003,W01,"July 7, 2025",15/07/2025,2025-07-15,389,225.97,377,12.0,Quality defect,Delivered
PO000266,S012,P003,W01,"July 17, 2025","July 25, 2025","July 25, 2025",262,225.97,254,8.0,Wrong specification,Delivered
PO000267,S012,P003,W01,2025-07-30,07/08/2025,"August 7, 2025",514,225.97,504,,Quality defect,Delivered
PO000268,S012,P003,W01,09/08/2025,2025-08-17,2025-08-17,305,225.97,299,6.0,Damaged in transit,Delivered
PO000269,S012,P003,W01,2025-08-17,2025-08-25,25/08/2025,422,225.97,412,10.0,Wrong specification,Delivered
PO000270,S012,P003,W01,"August 27, 2025",2025-09-04,"September 4, 2025",381,225.97,368,13.0,Quality defect,Delivered
PO000271,S012,P003,W01,06/09/2025,2025-09-14,14/09/2025,526,225.97,506,20.0,wrong specification,Delivered
PO000272,S012,P003,W01,19/09/2025,2025-09-27,27/09/2025,472,225.97,460,12.0,Quality defect,Delivered
PO000273,S012,P003,W01,"September 26, 2025",2025-10-04,2025-10-05,616,225.97,544,,Quality defect,Partial
PO000274,S012,P003,W01,2025-10-08,"October 16, 2025",2025-10-17,252,225.97,244,8.0,Quality defect,Delayed
PO000275,S012,P003,W01,"October 16, 2025",24/10/2025,24/10/2025,269,225.97,261,8.0,Quality defect,Delivered
PO000276,S012,P003,W01,2025-10-27,04/11/2025,"November 4, 2025",338,225.97,326,12.0, Quality defect ,Delivered
PO000277,S012,P003,W01,06/11/2025,2025-11-14,15/11/2025,478,225.97,461,17.0,Quality defect,Delayed
PO000278,S012,P003,W01,"November 16, 2025",24/11/2025,"November 24, 2025",504,225.97,489,15.0,Damaged in transit,Delivered
PO000279,S012,P003,W01,26/11/2025,"December 4, 2025","December 4, 2025",382,225.97,354,28.0,Quality defect,Partial
PO000280,S012,P003,W01,"December 8, 2025",16/12/2025,16/12/2025,475,225.97,459,16.0,Quality defect,Delivered
PO000281,S012,P003,W01,2025-12-15,2025-12-23,24/12/2025,389,225.97,377,12.0,Damaged in transit,Delayed
PO000282,S012,P003,W01,23/12/2025,"December 31, 2025",31/12/2025,411,225.97,399,12.0,Quality defect,Delivered
PO000283,S012,P003,W02,2024-12-25,10/01/2025,2025-01-10,246,225.97,237,9.0,Quality defect,Delivered
PO000284,S012,P003,W02,2025-01-06,"January 14, 2025",14/01/2025,416,225.97,408,8.0,Expired/near-expiry,Delivered
PO000285,S012,P003,W02,2025-01-16,24/01/2025,"January 24, 2025",298,225.97,292,6.0,Quality defect,Delivered
PO000286,S012,P003,W02,"January 27, 2025",04/02/2025,05/02/2025,375,225.97,365,10.0,quality defect,Delayed
PO000287,S012,P003,W02,06/02/2025,2025-02-14,2025-02-14,322,225.97,317,5.0,Quality defect,Delivered
PO000288,S012,P003,W02,"February 16, 2025","February 24, 2025",2025-02-24,463,225.97,450,13.0,Quality defect,Delivered
PO000289,S012,P003,W02,"February 26, 2025","March 6, 2025",2025-03-06,139,225.97,136,3.0,Quality defect,Delivered
PO000290,S012,P003,W02,08/03/2025,16/03/2025,2025-03-16,378,225.97,374,,quality defect,Delivered
PO000291,S012,P003,W02,"March 17, 2025","March 25, 2025",25/03/2025,575,225.97,560,15.0,Damaged in transit,Delivered
PO000292,S012,P003,W02,2025-03-25,02/04/2025,03/04/2025,226,225.97,220,6.0,Quality defect,Delayed
PO000293,S012,P003,W02,2025-04-02,"April 10, 2025","April 10, 2025",115,225.97,111,4.0,quality defect,Delivered
PO000294,S012,P003,W02,2025-04-11,"April 19, 2025",20/04/2025,419,225.97,407,12.0,Wrong specification,Delayed
PO000295,S012,P003,W02,19/04/2025,27/04/2025,"April 28, 2025",137,225.97,133,4.0, Damaged in transit ,Delayed
PO000296,S012,P003,W02,2025-05-01,"May 9, 2025",09/05/2025,478,225.97,464,14.0,Wrong specification,Delivered
PO000297,S012,P003,W02,2025-05-12,2025-05-20,"May 21, 2025",591,225.97,574,17.0, Damaged in transit ,Delayed
PO000298,S012,P003,W02,2025-05-22,"May 30, 2025",30/05/2025,344,225.97,335,9.0,Damaged in transit,Delivered
PO000299,S012,P003,W02,2025-05-30,07/06/2025,2025-06-08,522,225.97,508,14.0,Expired/near-expiry,Delayed
PO000300,S012,P003,W02,2025-06-10,18/06/2025,2025-06-19,418,225.97,399,19.0,Quality defect,Delayed
PO000301,S012,P003,W02,"June 23, 2025",01/07/2025,2025-07-01,361,225.97,351,10.0,Quality defect,Delivered
PO000302,S012,P003,W02,2025-07-06,14/07/2025,"July 14, 2025",373,225.97,368,5.0,Expired/near-expiry,Delivered
PO000303,S012,P003,W02,"July 17, 2025","July 25, 2025","July 25, 2025",308,225.97,300,8.0,Quality defect,Delivered
PO000304,S012,P003,W02,24/07/2025,2025-08-01,2025-08-01,411,225.97,403,8.0,Quality defect,Delivered
PO000305,S012,P003,W02,"August 4, 2025","August 12, 2025","August 13, 2025",319,225.97,313,6.0, Quality defect ,Delayed
PO000306,S012,P003,W02,2025-08-12,"August 20, 2025",2025-08-20,155,225.97,152,3.0,Damaged in transit,Delivered
PO000307,S012,P003,W02,24/08/2025,"September 1, 2025","September 1, 2025",453,225.97,440,13.0,Wrong specification,Delivered
PO000308,S012,P003,W02,"September 6, 2025","September 14, 2025","September 14, 2025",475,225.97,463,12.0,Quality defect,Delivered
PO000309,S012,P003,W02,2025-09-17,2025-09-25,2025-09-25,511,225.97,480,31.0,Damaged in transit,Partial
PO000310,S012,P003,W02,2025-09-29,"October 13, 2025","October 13, 2025",651,225.97,633,18.0,Damaged in transit,Delivered
PO000311,S012,P003,W02,2025-10-12,2025-10-20,20/10/2025,657,225.97,641,16.0,Quality defect,Delivered
PO000312,S012,P003,W02,20/10/2025,28/10/2025,"October 29, 2025",425,225.97,412,,Quality defect,Delayed
PO000313,S012,P003,W02,2025-10-28,05/11/2025,"November 6, 2025",453,225.97,443,10.0,Quality defect,Delayed
PO000314,S012,P003,W02,"November 5, 2025","November 13, 2025","November 14, 2025",510,225.97,496,14.0,Wrong specification,Delayed
PO000315,S012,P003,W02,"November 12, 2025","November 20, 2025",2025-11-21,363,225.97,351,12.0,Quality defect,Delayed
PO000316,S012,P003,W02,2025-11-22,2025-12-08,"December 8, 2025",613,225.97,602,11.0,Wrong specification,Delivered
PO000317,S012,P003,W02,29/11/2025,07/12/2025,07/12/2025,463,225.97,449,,Quality defect,Delivered
PO000318,S012,P003,W02,12/12/2025,20/12/2025,20/12/2025,451,225.97,437,14.0,Damaged in transit,Delivered
PO000319,S012,P003,W02,20/12/2025,"December 28, 2025",29/12/2025,467,225.97,453,14.0,Wrong specification,Delayed
PO000320,S012,P003,W03,2024-12-28,2025-01-05,06/01/2025,478,225.97,470,8.0,Expired/near-expiry,Delayed
PO000321,S012,P003,W03,06/01/2025,14/01/2025,2025-01-15,548,225.97,534,14.0,Quality defect,Delayed
PO000322,S012,P003,W03,"January 19, 2025","January 27, 2025","January 29, 2025",455,225.97,448,7.0,Quality defect,Delayed
PO000323,S012,P003,W03,01/02/2025,"February 9, 2025","February 10, 2025",494,225.97,476,18.0,Expired/near-expiry,Delayed
PO000324,S012,P009X,W03,"February 11, 2025","February 19, 2025",19/02/2025,451,225.97,444,7.0,Quality defect,Delivered
PO000325,S012,P003,W03,"February 21, 2025","March 1, 2025","March 2, 2025",387,225.97,375,12.0,Quality defect,Delayed
PO000326,S012,P003,W03,"March 6, 2025","March 14, 2025","March 17, 2025",180,225.97,176,4.0,Quality defect,Delayed
PO000327,S012,P003,W03,2025-03-14,"March 22, 2025",2025-03-22,607,225.97,587,, Quality defect ,Delivered
PO000328,S012,P003,W03,2025-03-25,02/04/2025,02/04/2025,309,225.97,304,5.0,Expired/near-expiry,Delivered
PO000329,S012,P003,W03,"April 5, 2025",13/04/2025,13/04/2025,293,225.97,287,6.0, Quality defect ,Delivered
PO000330,S012,P003,W03,2025-04-16,2025-04-24,2025-04-24,365,225.97,349,16.0,Expired/near-expiry,Delivered
PO000331,S012,P003,W03,"April 28, 2025","May 6, 2025",2025-05-07,609,225.97,595,14.0,Wrong specification,Delayed
PO000332,S012,P003,W03,2025-05-06,"May 14, 2025",2025-05-14,95,225.97,92,3.0,Wrong specification,Delivered
PO000333,S012,P003,W03,16/05/2025,"May 24, 2025",2025-05-24,228,225.97,222,6.0,Quality defect,Delivered
PO000334,S012,P003,W03,2025-05-24,"June 1, 2025",02/06/2025,536,225.97,520,16.0,Wrong specification,Delayed
PO000335,S012,P003,W03,"June 2, 2025",10/06/2025,11/06/2025,280,225.97,272,8.0,Quality defect,Delayed
PO000336,S012,P003,W03,"June 9, 2025",17/06/2025,18/06/2025,286,225.97,281,5.0,QUALITY DEFECT,Delayed
PO000337,S012,P003,W03,2025-06-16,24/06/2025,"June 24, 2025",482,225.97,461,21.0,Wrong specification,Delivered
PO000338,S012,P003,W03,27/06/2025,05/07/2025,2025-07-05,419,225.97,411,8.0,Quality defect,Delivered
PO000339,S012,P003,W03,06/07/2025,14/07/2025,2025-07-14,357,225.97,346,11.0,Quality defect,Delivered
PO000340,S012,P003,W03,14/07/2025,"July 22, 2025",2025-07-22,322,225.97,321,1.0,Quality defect,Delivered
PO000341,S012,P003,W03,2025-07-24,"August 1, 2025",01/08/2025,438,225.97,424,14.0,Expired/near-expiry,Delivered
PO000342,S012,P003,W03,2025-08-02,2025-08-10,"August 10, 2025",333,225.97,326,7.0,Damaged in transit,Delivered
PO000343,S012,P003,W03,"August 14, 2025","August 22, 2025",22/08/2025,444,225.97,433,11.0,Quality defect,Delivered
PO000344,S012,P003,W03,"August 21, 2025",29/08/2025,29/08/2025,267,225.97,265,2.0,quality defect,Delivered
PO000345,S012,P003,W03,28/08/2025,2025-09-05,2025-09-05,434,225.97,422,12.0,QUALITY DEFECT,Delivered
PO000346,S012,P003,W03,2025-09-04,"September 12, 2025",13/09/2025,380,225.97,366,14.0,Quality defect,Delayed
PO000347,S012,P003,W03,"September 16, 2025","September 24, 2025","September 24, 2025",383,225.97,372,11.0,expired/near-expiry,Delivered
PO000348,S012,P003,W03,23/09/2025,"October 1, 2025",01/10/2025,608,225.97,591,17.0,Quality defect,Delivered
PO000349,S012,P003,W03,02/10/2025,2025-10-10,"October 11, 2025",393,225.97,379,14.0,DAMAGED IN TRANSIT,Delayed
PO000350,S012,P003,W03,11/10/2025,2025-10-19,"October 20, 2025",482,225.97,474,8.0,Quality defect,Delayed
PO000351,S012,P003,W03,24/10/2025,"November 1, 2025",01/11/2025,380,225.97,370,10.0,Expired/near-expiry,Delivered
PO000352,S012,P003,W03,06/11/2025,14/11/2025,2025-11-14,599,225.97,581,18.0,Wrong specification,Delivered
PO000353,S012,P003,W03,16/11/2025,24/11/2025,25/11/2025,434,225.97,429,5.0,Expired/near-expiry,Delayed
PO000354,S012,P003,W03,2025-11-27,05/12/2025,05/12/2025,259,225.97,252,7.0,Quality defect,Delivered
PO000355,S012,P003,W03,09/12/2025,2025-12-17,"December 17, 2025",461,225.97,451,,Quality defect,Delivered
PO000356,S012,P003,W03,2025-12-19,"December 27, 2025",27/12/2025,631,225.97,598,33.0,Quality defect,Partial
PO000357,S006,P004,W01,"January 14, 2024",2024-01-22,2024-01-23,390,254.48,381,9.0,Damaged in transit,Delayed
PO000358,S006,P004,W01,25/01/2024,02/02/2024,2024-02-02,316,254.48,313,3.0,Damaged in transit,Delivered
PO000359,S006,P004,W01,01/02/2024,"February 9, 2024",09/02/2024,349,254.48,343,6.0,Quality defect,Delivered
PO000360,S006,P004,W01,2024-02-13,21/02/2024,21/02/2024,438,254.48,425,13.0,Quality defect,Delivered
PO000361,S006,P004,W01,"February 25, 2024",2024-03-04,2024-03-04,463,254.48,454,9.0,Wrong specification,Delivered
PO000362,S006,P004,W01,06/03/2024,14/03/2024,"March 14, 2024",226,254.48,217,9.0,Quality defect,Delivered
PO000363,S006,P004,W01,"March 15, 2024","March 23, 2024","March 27, 2024",450,254.48,446,,Damaged in transit,Delayed
PO000364,S006,P004,W01,2024-03-26,03/04/2024,"April 4, 2024",151,254.48,150,1.0,Expired/near-expiry,Delayed
PO000365,S006,P004,W01,"April 2, 2024",2024-04-10,2024-04-10,575,254.48,563,12.0,Quality defect,Delivered
PO000366,S006,P004,W01,13/04/2024,"April 21, 2024","April 21, 2024",414,254.48,410,, Damaged in transit ,Delivered
PO000367,S006,P004,W01,"April 25, 2024","May 3, 2024","May 4, 2024",555,254.48,546,9.0,Quality defect,Delayed
PO000368,S006,P004,W01,2024-05-07,15/05/2024,"May 16, 2024",389,254.48,382,7.0,Wrong specification,Delayed
PO000369,S006,P004,W01,14/05/2024,22/05/2024,23/05/2024,259,254.48,252,7.0,Expired/near-expiry,Delayed
PO000370,S006,P004,W01,2024-05-21,"May 29, 2024",2024-06-03,227,254.48,223,4.0,Damaged in transit,Delayed
PO000371,S006,P004,W01,2024-05-30,2024-06-07,08/06/2024,405,254.48,399,6.0,Damaged in transit,Delayed
PO000372,S006,P004,W01,2024-06-08,"June 16, 2024",2024-06-16,316,254.48,310,6.0,Wrong specification,Delivered
PO000373,S006,P004,W01,"June 19, 2024",2024-06-27,2024-06-27,450,254.48,439,11.0,Expired/near-expiry,Delivered
PO000374,S006,P004,W01,"June 28, 2024",06/07/2024,06/07/2024,383,254.48,376,7.0,Expired/near-expiry,Delivered
PO000375,S006,P004,W01,"July 9, 2024",2024-07-17,18/07/2024,491,254.48,482,9.0,Quality defect,Delayed
PO000376,S006,P004,W01,2024-07-17,25/07/2024,2024-07-25,509,254.48,497,12.0,Quality defect,Delivered
PO000377,S006,P004,W01,"July 24, 2024","August 1, 2024","August 2, 2024",432,254.48,419,13.0,Damaged in transit,Delayed
PO000378,S006,P004,W01,01/08/2024,"August 9, 2024",10/08/2024,486,254.48,477,9.0,Quality defect,Delayed
PO000379,S006,P004,W01,13/08/2024,"August 21, 2024",21/08/2024,378,254.48,365,13.0,QUALITY DEFECT,Delivered
PO000380,S006,P004,W01,"August 24, 2024",2024-09-01,"September 1, 2024",365,254.48,359,6.0,Quality defect,Delivered
PO000381,S006,P004,W01,31/08/2024,2024-09-08,"September 8, 2024",389,254.48,384,5.0,Quality defect,Delivered
PO000382,S006,P004,W01,2024-09-09,17/09/2024,18/09/2024,388,254.48,382,6.0,Expired/near-expiry,Delayed
PO000383,S006,P004,W01,2024-09-16,2024-09-24,25/09/2024,486,254.48,479,,Quality defect,Delayed
PO000384,S006,P004,W01,26/09/2024,04/10/2024,"October 4, 2024",589,254.48,579,10.0,Damaged in transit,Delivered
PO000385,S006,P004,W01,09/10/2024,2024-10-17,17/10/2024,272,254.48,268,4.0,Damaged in transit,Delivered
PO000386,S006,P004,W01,"October 17, 2024",25/10/2024,28/10/2024,271,254.48,268,3.0,Expired/near-expiry,Delayed
PO000387,S006,P004,W01,"October 30, 2024","November 7, 2024","November 8, 2024",544,254.48,532,12.0,Damaged in transit,Delayed
PO000388,S006,P004,W01,2024-11-11,19/11/2024,2024-11-20,407,254.48,404,3.0,Expired/near-expiry,Delayed
PO000389,S006,P004,W01,"November 24, 2024","December 2, 2024","December 2, 2024",270,254.48,266,4.0,Quality defect,Delivered
PO000390,S006,P004,W01,2024-12-06,"December 14, 2024",14/12/2024,436,254.48,428,8.0,Quality defect,Delivered
PO000391,S006,P004,W01,2024-12-16,"December 24, 2024","December 25, 2024",403,254.48,397,,Quality defect,Delayed
PO000392,S006,P004,W01,2024-12-29,06/01/2025,"January 7, 2025",482,254.48,471,,Quality defect,Delayed
PO000393,S006,P004,W01,2025-01-11,2025-01-19,"January 19, 2025",448,254.48,438,10.0,Quality defect,Delivered
PO000394,S006,P004,W01,"January 18, 2025",2025-01-26,27/01/2025,508,254.48,502,6.0,Quality defect,Delayed
PO000395,S006,P004,W01,31/01/2025,08/02/2025,"February 8, 2025",439,254.48,433,6.0,Damaged in transit,Delivered
PO000396,S006,P004,W01,2025-02-13,21/02/2025,22/02/2025,178,254.48,175,3.0,Damaged in transit,Delayed
PO000397,S006,P004,W01,2025-02-26,2025-03-06,"March 6, 2025",273,254.48,268,5.0,Quality defect,Delivered
PO000398,S006,P004,W01,2025-03-07,2025-03-15,"March 16, 2025",356,254.48,352,4.0,Quality defect,Delayed
PO000399,S006,P004,W01,"March 19, 2025",27/03/2025,2025-03-28,290,254.48,287,3.0,Quality defect,Delayed
PO000400,S006,P004,W01,2025-03-28,05/04/2025,"April 6, 2025",353,254.48,344,9.0,Damaged in transit,Delayed
PO000401,S006,P004,W01,04/04/2025,12/04/2025,"April 12, 2025",395,254.48,387,8.0, Quality defect ,Delivered
PO000402,S006,P004,W01,15/04/2025,2025-04-23,25/04/2025,588,254.48,578,10.0,Quality defect,Delayed
PO000403,S006,P004,W01,27/04/2025,05/05/2025,"May 5, 2025",475,254.48,467,8.0,Quality defect,Delivered
PO000404,S006,P004,W01,2025-05-04,"May 12, 2025",2025-05-13,453,254.48,442,11.0,Quality defect,Delayed
PO000405,S006,P004,W01,"May 11, 2025",2025-05-19,2025-05-20,257,254.48,250,,Wrong specification,Delayed
PO000406,S006,P004,W01,2025-05-21,"May 29, 2025","May 30, 2025",397,254.48,389,8.0,Damaged in transit,Delayed
PO000407,S006,P004,W01,31/05/2025,"June 8, 2025","June 8, 2025",425,254.48,418,7.0,Expired/near-expiry,Delivered
PO000408,S006,P004,W01,"June 7, 2025",2025-06-15,15/06/2025,621,254.48,607,14.0,Damaged in transit,Delivered
PO000409,S006,P004,W01,"June 18, 2025","June 26, 2025","June 26, 2025",224,254.48,217,7.0,Quality defect,Delivered
PO000410,S006,P004,W01,"June 30, 2025","July 8, 2025",2025-07-08,238,254.48,235,3.0,Damaged in transit,Delivered
PO000411,S006,P004,W01,09/07/2025,"July 17, 2025",18/07/2025,493,254.48,487,6.0,Damaged in transit,Delayed
PO000412,S006,P004,W01,2025-07-18,26/07/2025,2025-07-26,374,254.48,367,7.0,Quality defect,Delivered
PO000413,S006,P004,W01,"July 30, 2025",2025-08-07,"August 7, 2025",445,254.48,438,7.0,Quality defect,Delivered
PO000414,S006,P004,W01,11/08/2025,"August 19, 2025","August 19, 2025",495,254.48,491,4.0,Quality defect,Delivered
